"SAMPLE_ID","SUBTYPE","CDH1","CSMD1","DMD","DST","FAT3","FLG","GATA3","HMCN1","HUWE1","MAP3K1","MUC16","PIK3CA","RUNX1","RYR2","SPTA1","SYNE1","TP53","TTN","USH2A","ZFHX4"
"TCGA-3C-AAAU-01","BRCA_LumA"," 0.7441","-1.6562","-8.2408","-2.6293","-2.7386","-3.8104"," 1.6484","-3.4910"," 1.5586"," 1.1157","-3.1070","-1.3910"," 1.3250","-1.1725","-1.5278","-3.1300","-0.0905","-1.1050","-0.4910","-1.8013"
"TCGA-3C-AALI-01","BRCA_Her2"," 0.6214","-1.8906","-6.6421","-2.8095","-2.3269","-2.1694"," 1.0525","-1.1341"," 1.4945","-0.5176","-1.3878","-2.3955","-0.3930","-1.2537","-0.2852","-3.8396","-3.0785","-0.7511","-1.3315","-1.9924"
"TCGA-3C-AALJ-01","BRCA_LumB"," 0.4001","-2.9480","-6.5725","-4.0137","-2.6019","-1.4665"," 1.3439","-1.0623","-1.8193","-0.6732","-3.2975","-3.3548"," 1.0012","-1.6815","-1.3973","-3.3502","-0.2690","-0.6282"," 0.3822","-0.9036"
"TCGA-3C-AALK-01","BRCA_LumA"," 0.4507"," 0.2366","-5.5904","-2.8701","-0.6130","-0.9510"," 1.2012"," 0.4951","-0.7985"," 0.9809","-1.8653","-2.3648"," 1.2945","-0.3201","-1.0405","-2.6255","-0.0327","-0.6912","-0.5200","-0.1483"
"TCGA-4H-AAAK-01","BRCA_LumA","-0.8660"," 1.4151","-5.7241","-3.5243"," 0.3034","-1.4629"," 1.6312"," 0.9137","-1.0123","-0.0621","-2.2848","-1.8075"," 1.0210","-0.0473","-0.4949","-1.9593"," 0.0800","-0.2811","-0.8706"," 0.1054"
"TCGA-5L-AAT0-01","BRCA_LumA"," 0.1545","-0.0218","-5.5977","-3.2188"," 0.2331","-0.4669"," 1.7765","-0.1193","-1.3732"," 1.1984","-1.2572","-2.1954"," 0.6155"," 0.0501","-0.9987","-1.8724"," 0.0610","-0.7664","-0.1387","-1.0741"
"TCGA-5T-A9QA-01","BRCA_LumB"," 0.7567","-2.9480","-7.4385","-5.1059","-3.8639","-2.6339"," 1.5927","-6.8025","-2.7430","-1.1246","-3.2975","-3.1225","-1.0643","-1.7975","-1.6395","-5.4772"," 1.2771","-2.1191"," 1.4691","-5.3671"
"TCGA-A1-A0SB-01","BRCA_Normal"," 0.8760"," 0.5571"," 0.2322","-0.6773","-1.0234"," 0.3239","-1.2299"," 1.2391"," 1.1642"," 0.8898","-0.9988","-1.1620"," 0.4519","-0.9771","-1.4005","-2.0622"," 2.7902","-0.1092","-0.3817","-1.2209"
"TCGA-A1-A0SD-01","BRCA_LumA"," 0.5933","-1.6113","-3.7947","-1.3932","-0.1793","-1.7769"," 1.5582","-0.2104"," 0.0267","-0.3274"," 0.5274","-0.5822"," 0.4836"," 0.0512"," 0.3452","-1.3200","-0.2805","-0.7566","-0.5569","-0.7551"
"TCGA-A1-A0SE-01","BRCA_LumA"," 0.4836"," 1.6542","-3.0694","-1.1586"," 0.1391","-1.3507"," 1.5427"," 0.3655"," 0.6168"," 0.6999","-1.3898","-0.9169"," 1.0957","-0.6196","-0.5230","-2.4577","-0.0165","-1.0496","-0.2933","-0.5410"
"TCGA-A1-A0SF-01","BRCA_LumA"," 0.6949","-1.2252","-4.6800","-2.0471","-1.6334","-0.8782"," 1.5026"," 0.0622","-0.5416"," 0.4789","-2.0870","-1.4446"," 0.5271","-0.5096","-0.5990","-3.5989"," 0.4661","-1.5106","-0.6524","-1.0359"
"TCGA-A1-A0SG-01","BRCA_LumA"," 0.5363","-0.9829","-7.1238","-3.7790"," 0.6484","-0.7910"," 1.5515","-0.5694"," 0.4644","-0.5692"," 1.4417","-1.7979"," 0.7878","-0.6464","-0.5358","-2.7860"," 0.2957","-0.5738","-1.8695","-0.6960"
"TCGA-A1-A0SH-01","BRCA_LumA"," 0.4480"," 2.5722","-4.0874","-2.2735"," 1.7204"," 0.1215"," 1.0729"," 2.9988"," 0.4797"," 0.5527","-1.1528","-0.0041"," 1.4601"," 3.0131","-1.5069","-0.5182","-0.3889","-0.9873","-1.5841"," 1.5308"
"TCGA-A1-A0SI-01","BRCA_LumB"," 0.4715"," 0.0447","-2.0468","-2.3032"," 0.6502","-1.2041"," 0.7874"," 1.6116","-0.1650"," 0.5067"," 0.5366","-0.5065"," 0.7498","-0.0108","-0.5366","-1.4335"," 0.4343","-0.2345","-1.0475"," 0.7607"
"TCGA-A1-A0SJ-01","BRCA_LumA"," 1.3324","-0.6482","-4.6620","-2.8759","-0.7299","-1.1084"," 1.3482","-0.7299","-0.0750"," 1.8100","-0.2477","-0.2486"," 1.6933","-2.0665","-0.6187","-2.1666","-0.6887","-1.6290","-0.5486","-0.9107"
"TCGA-A1-A0SK-01","BRCA_Basal","-0.1486","-1.9764","-6.2850","-5.4563"," 0.2586","-3.2564","-5.4576","-4.0951"," 2.6982","-1.9799","-0.3345","-2.0047","-0.6629","-0.8656","-2.0929","-3.9239"," 3.6141","-0.0757","-1.5230","-3.9496"
"TCGA-A1-A0SM-01",NA," 0.2013","-0.8555","-5.2827","-2.7486"," 0.3503","-0.2534"," 1.4011"," 0.4508","-0.9241","-0.7424","-2.7724","-1.4562"," 0.8862","-0.2846","-0.6424","-2.4538","-0.6920","-1.5767"," 0.2828","-0.6874"
"TCGA-A1-A0SN-01","BRCA_LumB"," 0.5220","-0.8424","-6.7732","-4.1676"," 0.6654","-1.5868"," 1.2885"," 0.5581","-0.9306"," 0.1893","-0.7528","-1.1587"," 0.2738"," 0.8080","-0.7225","-1.8322"," 0.7880","-1.2762","-0.9185","-0.4907"
"TCGA-A1-A0SO-01","BRCA_Basal"," 0.0417","-0.8478","-3.3635","-3.9091","-2.5637"," 1.8055","-3.7983","-1.1073"," 1.2256","-1.4929","-1.1923"," 0.6746","-2.7717","-1.7069","-1.8349","-7.5928"," 2.5911","-1.1560","-1.9447","-3.7946"
"TCGA-A1-A0SP-01","BRCA_Basal"," 0.5946"," 0.7726","-1.9845","-3.2501","-1.3632","-2.9244","-2.1154","-1.2764"," 1.1066","-2.1148","-0.1851","-1.1421"," 0.1618"," 2.9298","-0.1425","-4.6658","-3.3784","-0.5143","-3.6918","-2.2700"
"TCGA-A1-A0SQ-01","BRCA_LumA"," 1.0084","-2.2221","-6.5287","-2.9162","-1.8892","-2.3764"," 2.0272","-2.3985","-0.6049","-1.0872","-1.2760","-0.8379"," 1.2611","-1.6805","-0.7673","-2.9626","-2.3804","-1.3931"," 2.0141","-2.5388"
"TCGA-A2-A04N-01","BRCA_LumA"," 0.2842"," 0.2212","-5.9388","-4.2909"," 0.3677","-2.7550"," 1.5053","-0.1126","-0.6168"," 1.7798","-1.2133","-1.4861"," 1.0099"," 0.9486","-0.7811","-2.8314"," 1.4048","-0.9556"," 0.0193","-0.1974"
"TCGA-A2-A04P-01","BRCA_Basal","-0.2672","-0.6820","-2.1674","-4.2405","-3.5335","-2.9868","-0.4506","-4.6430","-2.4737","-0.7838","-1.9814"," 8.4583","-0.3191"," 1.0029","-1.0814","-3.5788","-2.7321","-0.5941","-1.0787","-2.8905"
"TCGA-A2-A04Q-01","BRCA_Basal"," 0.4672","-1.5773","-3.0475","-3.1982","-1.2748","-1.1652","-0.6780","-1.7054"," 0.4422","-0.7442"," 0.2563","-2.0971"," 0.6336","-1.0704","-0.3071","-2.2299","-1.3186","-0.2228","-3.0254","-0.4707"
"TCGA-A2-A04R-01","BRCA_LumB"," 0.7658","-1.7029","-6.7263","-2.3490","-0.4390","-2.1305"," 1.8504","-2.0091"," 0.3746"," 0.2214","-1.2395","-1.4174"," 0.4176","-1.8597","-1.7597","-4.5510","-1.0774","-0.9558","-2.1890","-1.3525"
"TCGA-A2-A04T-01","BRCA_Basal"," 0.8336","-0.7755","-3.4073","-3.4438","-2.3319","-2.4124","-1.4666","-2.9256"," 1.4596","-0.3603"," 1.5834","-0.2256","-1.7679","-0.7409","-0.6591","-3.2364"," 2.6459"," 0.3195","-0.0767","-4.2931"
"TCGA-A2-A04U-01","BRCA_Basal","-0.2188","-2.0881","-3.6502","-6.4615","-1.1517","-4.4990","-3.8335","-2.9899","-0.1692","-3.4526","-0.6513","-4.5069","-0.0662"," 3.1934","-2.0929","-6.9865","-4.2974","-2.3350"," 0.4926","-3.4811"
"TCGA-A2-A04V-01","BRCA_LumA"," 0.2915","-2.9480","-7.1775","-5.0153"," 0.4680","-3.2293"," 2.6514","-0.4963","-1.4077"," 0.2898","-2.4303","-2.3323"," 0.1047","-1.7675","-1.7246","-2.2761"," 0.4796","-0.7291","-0.5448","-0.9292"
"TCGA-A2-A04W-01","BRCA_Her2"," 0.6925","-0.6084","-5.6448","-4.0811"," 0.5787","-1.7642","-0.7182","-0.0724","-1.9078","-1.9704","-0.0635","-2.1473"," 1.0446"," 0.0856","-0.8523","-3.8599"," 0.0800","-0.7678","-1.0181","-0.2973"
"TCGA-A2-A04X-01","BRCA_Her2"," 0.7335","-2.9480","-7.5339","-2.5100","-1.7251","-3.5363"," 1.3796","-2.9879","-1.1368","-0.1438","-2.3155","-1.9822","-0.0658","-1.6081","-0.2902","-3.8793"," 0.2538","-0.7819","-0.7387","-3.1522"
"TCGA-A2-A04Y-01","BRCA_LumB"," 0.8371","-2.0482","-5.4612","-2.8482","-1.4541","-2.1420"," 1.2334","-2.2581","-1.8050","-0.0680"," 1.1988","-2.0164","-0.0166","-1.5305"," 0.2789","-3.1415"," 0.2460","-0.2961"," 2.2944","-2.0381"
"TCGA-A2-A0CK-01","BRCA_LumA","-0.7744","-2.9480","-5.1555","-3.9002","-1.6078","-2.3748"," 2.0862","-1.3959","-2.4327"," 0.0039","-1.2214","-3.4017"," 0.2065","-0.6637"," 0.3770","-2.2408"," 0.1729","-1.0865"," 0.9041","-1.6452"
"TCGA-A2-A0CL-01","BRCA_Normal"," 0.5806","-1.9884","-4.9271","-3.1408","-2.3416","-2.2728"," 0.8767","-0.4961"," 1.3256","-0.4663","-1.4505","-0.3466"," 0.3324","-0.9307","-0.1282","-0.4462"," 1.0463"," 0.2294","-0.6950","-1.0511"
"TCGA-A2-A0CM-01","BRCA_Basal"," 0.3991","-2.1526","-5.9392","-5.0493","-0.2691","-1.4194","-2.1688","-1.6564"," 0.1534","-0.8925"," 1.8157","-0.1403"," 0.2464","-0.8564","-0.6627","-2.5027"," 2.1092","-0.6698","-1.2480","-1.3715"
"TCGA-A2-A0CO-01",NA,"-0.6745"," 0.5990","-3.9696","-2.1774","-0.7531","-0.7880"," 1.1493","-0.5716","-0.8967","-0.3463","-0.0625","-1.9630"," 0.2298","-0.9040","-0.2369","-1.4746","-0.6821","-0.4375"," 0.2389","-0.8758"
"TCGA-A2-A0CP-01","BRCA_LumA"," 0.1723","-0.3503","-4.1010","-2.2093"," 0.4400","-1.1241"," 1.5932","-0.6378","-0.8992"," 0.7721","-2.3519","-2.3769"," 1.1058"," 0.5042","-0.5079","-2.7345"," 1.6757","-0.8702","-1.9545","-0.4760"
"TCGA-A2-A0CQ-01","BRCA_LumA"," 0.3363","-1.7122","-8.8778","-4.4218","-3.0408","-3.1532"," 1.8514","-3.4673","-1.8204","-0.7113","-1.9487","-3.4586"," 0.4221","-1.4108","-1.1362","-5.0883"," 1.1441","-0.5232"," 2.6304","-2.7447"
"TCGA-A2-A0CR-01","BRCA_LumA","-0.2903","-0.5084","-5.3063","-3.7092","-1.7358","-4.4990"," 1.0396","-2.2888","-3.1213","-0.6320","-1.4571","-4.4734"," 0.3576","-0.7571","-0.6899","-2.2026"," 0.8002","-1.4231","-0.3986","-1.7871"
"TCGA-A2-A0CS-01","BRCA_LumA"," 0.5983","-2.9480","-8.9927","-6.0803","-1.4697","-4.0007"," 2.1187","-0.3380","-1.1736"," 1.0237"," 1.7122","-2.5520"," 0.3270","-3.2741","-1.3882","-4.7578"," 1.6416","-2.2240","-0.7453","-1.7738"
"TCGA-A2-A0CT-01","BRCA_LumA"," 0.8399","-0.9428","-7.1551","-5.4666","-1.0241","-3.1558"," 1.8943","-2.0366","-0.3617","-1.1162","-0.5973","-1.0656","-1.4563","-2.2522","-1.4379","-4.9045","-1.2170","-1.6253","-1.1276","-1.9979"
"TCGA-A2-A0CU-01","BRCA_LumA"," 1.2422","-0.8608","-5.0729","-4.2332","-0.6660","-1.5976"," 1.7490","-1.9232"," 1.9388"," 0.3968","-2.9326","-1.3881"," 1.2117"," 0.8748"," 0.0776","-2.5549","-1.1144","-1.4675","-0.8320","-1.7476"
"TCGA-A2-A0CV-01","BRCA_LumA"," 0.3191"," 0.1630","-4.8034","-2.0588","-0.5366","-0.4779"," 1.5920"," 0.0475","-1.0246"," 0.1914"," 0.6235","-1.3119"," 1.3345"," 0.1986","-1.0147","-2.7349"," 0.2459","-1.2832"," 2.2346","-1.2247"
"TCGA-A2-A0CW-01","BRCA_LumB"," 1.2206","-2.9480","-8.9039","-4.2720","-2.2743","-3.6825"," 1.1929","-2.4572","-0.2889"," 0.2220","-0.2588","-1.1714","-0.1125","-1.8660","-1.0126","-5.3498","-4.1199","-0.9505","-1.6443","-3.3991"
"TCGA-A2-A0CX-01","BRCA_Her2"," 0.7739"," 1.4402","-5.1784","-4.0191","-0.1943","-2.6054"," 0.6662"," 0.3167","-0.0663","-0.5592","-1.6233","-1.5036","-0.3429","-1.1851"," 0.1296","-2.7150"," 0.5578","-1.5366"," 0.4129","-0.7585"
"TCGA-A2-A0CZ-01",NA," 0.1817","-0.5740","-2.7607","-1.3368"," 1.6628","-1.0293"," 1.6320"," 0.6038","-0.4200","-0.2639","-1.0061","-1.6191"," 1.1143","-0.5057","-0.4000","-1.4160"," 1.3172","-0.8527","-0.2903"," 0.4345"
"TCGA-A2-A0D0-01","BRCA_Basal","-0.0603","-2.9480","-2.9513","-6.0748","-3.0717","-4.4990","-1.2951","-3.6741"," 0.5363","-3.2941","-1.2746","-1.2718","-0.5007","-2.9155","-1.2258","-7.9036","-3.7171","-2.1048","-2.4642","-3.3065"
"TCGA-A2-A0D1-01","BRCA_Her2","  0.8084"," -2.5948","-10.7318"," -5.9364"," -1.7325","  0.8985","  1.4818"," -2.3779"," -0.2098"," -2.1371"," -2.4348"," -3.9090"," -0.8081"," -1.6504"," -0.1298"," -6.2738"," -2.3739"," -1.0150","  0.1789"," -2.7296"
"TCGA-A2-A0D2-01","BRCA_Basal"," 0.3209","-2.6601","-2.7974","-3.6313","-1.8766","-2.3682","-0.5509","-1.8657"," 0.7988","-1.5341"," 0.1637","-1.2910","-0.8009","-0.4055","-1.2886","-2.4205","-1.9528","-2.4482","-3.0492","-2.6296"
"TCGA-A2-A0D3-01","BRCA_LumA"," 0.4365","-1.5619","-8.5335","-3.9654","-2.5439","-1.6047"," 2.0558","-1.9901"," 0.2129"," 1.1772","-1.2230","-1.7127"," 1.9158","-2.2758","-1.0580","-3.6935"," 2.2631","-1.2330"," 1.2651","-2.1798"
"TCGA-A2-A0D4-01","BRCA_LumB"," 0.7810","-0.3855","-6.8769","-4.5466","-2.7131","-0.3667"," 1.4355","-2.8396"," 1.0791","-0.7402","-2.4176","-1.6530","-0.1783","-2.2817","-2.0929","-2.4619","-0.5345","-1.2119","-0.0115","-2.5287"
"TCGA-A2-A0EM-01","BRCA_LumA"," 0.4645","-0.6731","-5.8397","-4.2525","-0.5719"," 0.3400"," 1.6520"," 0.1183"," 0.4617"," 1.1999","-0.2424","-2.0693"," 1.0950","-0.9704","-1.5145","-3.6751"," 0.9381","-1.5063"," 0.0769","-1.1276"
"TCGA-A2-A0EN-01","BRCA_LumA","-1.0171"," 0.3235","-4.1261","-3.2229"," 0.2856","-1.4242"," 1.1623"," 0.4935","-0.1112"," 1.2075","-2.0513","-0.6162"," 0.8261"," 0.1041","-0.4404","-1.3157"," 0.2506","-0.4209","-0.4190","-0.6345"
"TCGA-A2-A0EO-01","BRCA_LumA"," 0.5755","-0.7205","-3.7979","-1.5436"," 0.6693","-1.0415"," 1.1692"," 0.8018","-0.3912"," 0.8947","-0.4173","-1.1883"," 2.0888","-0.8467","-1.3056","-1.9792"," 0.7430","-1.1859","-1.1262","-0.0344"
"TCGA-A2-A0EP-01","BRCA_LumA","-1.3734","-2.4816","-4.5479","-3.6661","-0.5606","-3.0332"," 0.6994"," 0.1401","-2.1334","-0.5062"," 0.3954","-2.1167"," 0.4596"," 1.2567"," 0.0015","-0.9752","-0.0938","-0.3390","-1.9647","-0.3974"
"TCGA-A2-A0EQ-01","BRCA_Her2"," 0.5191","-2.6306","-7.9751","-4.9848","-2.5766","-2.3478"," 1.4021","-1.3762","-0.3501","-0.9991","-2.4943","-2.2256","-1.0932","-1.5710","-0.6255","-2.2983"," 1.7244","-0.0640","-1.1401","-2.7653"
"TCGA-A2-A0ER-01","BRCA_LumA"," 0.8055","-2.9480","-7.0042","-1.9130","-1.2093","-2.6438"," 1.9562","-2.4618"," 1.4462"," 1.1605","-2.7889","-0.2757"," 0.1982","-1.2469","-2.0929","-4.0982","-1.2361","-2.5068","-0.7049","-2.5064"
"TCGA-A2-A0ES-01","BRCA_LumA"," 0.6019"," 1.6601","-1.2185"," 0.7034","-0.3721","-0.4740"," 0.5958"," 0.5561"," 0.2875"," 1.0766","-0.1016","-0.1358"," 1.8056"," 0.2869","-0.9612","-1.6103","-0.2557","-0.5867"," 1.4708","-0.4401"
"TCGA-A2-A0ET-01","BRCA_LumA"," 0.6899","-2.5518","-8.5486","-3.4351","-2.5620","-4.1842"," 2.4777","-4.2208"," 1.4749","-1.0343","-3.2975","-1.1265","-0.4995","-1.1791","-0.3447","-0.3880"," 1.2274","-2.6584"," 0.4246","-4.0650"
"TCGA-A2-A0EU-01","BRCA_LumA"," 0.8653","-1.1723","-7.1884","-4.9110","-1.0787","-1.4382"," 1.6528","-0.6572","-1.1027"," 1.3673","-1.1729","-0.9547","-0.3324"," 0.4735","-1.2470","-4.4478"," 1.0799","-1.0798","-0.2577","-1.8052"
"TCGA-A2-A0EV-01","BRCA_LumA"," 0.4231","-0.0603","-5.9357","-3.5998"," 0.0884","-0.4154"," 1.3540","-0.7267"," 0.6684"," 0.6292"," 0.2631","-0.9830"," 1.0142","-1.2561","-0.5569","-2.9170","-0.2739","-1.1093","-0.0614","-0.8093"
"TCGA-A2-A0EW-01","BRCA_LumA","-0.2608","-1.0762","-2.1614","-1.2865"," 0.5733","-0.7426"," 1.1567"," 0.7823"," 0.6590"," 1.1233","-0.0438","-0.2339"," 1.1000"," 1.0098","-0.1689","-0.6659","-0.2960","-0.5155"," 0.6655"," 0.2809"
"TCGA-A2-A0EX-01","BRCA_LumA","-0.8830","-0.2142","-4.6025","-3.7423"," 0.2940","-0.6188"," 1.5904"," 0.3777","-0.0725","-0.3530","-1.7515","-1.6397"," 0.9232","-0.0390","-1.4149","-1.7731"," 0.2247","-2.0132","-1.3225","-0.0608"
"TCGA-A2-A0EY-01","BRCA_LumB"," 0.8011","-2.6626","-7.0622","-3.0247","-0.2005","-1.1987"," 1.0702","-0.9046"," 1.3262","-0.4266","-3.0970","-1.5376"," 0.3953","-0.6612"," 0.4048","-3.0446"," 0.8761","-0.4959","-1.5669","-1.2241"
"TCGA-A2-A0ST-01","BRCA_Basal"," 0.3582","-1.6805","-1.7760","-2.7285","-2.3638","-2.3144"," 0.2380","-1.4339"," 1.2455","-0.1204"," 1.0136","-0.7557","-0.1971","-0.6091","-0.7223","-1.5253"," 2.0196","-0.1575","-0.2934","-2.6575"
"TCGA-A2-A0SU-01","BRCA_LumA"," 0.3378","-1.4983","-4.5645","-2.0988","-0.5011","-1.0622"," 2.1597","-0.5615","-0.0914","-0.1746","-1.2589","-1.3470","-0.3955","-0.9215","-1.0136","-3.1337"," 0.0663","-1.6365","-0.4558","-1.3753"
"TCGA-A2-A0SV-01","BRCA_LumB"," 0.4314","-2.9480","-8.0893","-5.5888","-0.9161","-3.6954"," 1.5093","-1.3426","-0.9264","-1.2399","-1.3236","-1.5718","-0.2736"," 0.1261","-0.1502","-2.7905"," 0.9525","-2.7020"," 0.8325","-1.3723"
"TCGA-A2-A0SW-01","BRCA_LumB"," 0.6500","-2.6151","-6.7609","-3.3000","-0.1382","-1.8162"," 0.4838","-0.7903","-1.0541","-0.6595","-1.7762","-2.3359","-0.0976","-0.6197"," 0.0905","-2.2319"," 0.0571","-0.6536"," 0.1951","-1.2204"
"TCGA-A2-A0SX-01","BRCA_Basal"," 0.2131","-1.2406","-4.7189","-3.0859","-0.1199","-2.5143","-0.9673"," 0.2877"," 0.8637"," 0.0177"," 1.6429"," 0.5493"," 0.0088"," 0.4332","-0.1950","-1.1147"," 2.8717"," 0.2001"," 0.2184","-0.7585"
"TCGA-A2-A0SY-01","BRCA_LumA","-0.5662","-2.1491","-4.3159","-4.3611","-0.9104","-2.1536"," 1.5763","-0.0414","-0.1945"," 1.9420","-1.3659","-1.6447"," 0.9303","-0.9106","-0.2496","-2.2512"," 0.1590","-1.4054","-0.6262","-0.4350"
"TCGA-A2-A0T0-01","BRCA_Basal"," 0.3150","-0.5693","-3.4415","-5.0452","-1.7825","-1.0073"," 0.6349","-1.5047","-0.4208"," 0.3211","-1.1968","-1.1199","-0.6850","-0.1423","-0.5266","-4.7064"," 1.6982","-1.6025","-1.9808","-2.3586"
"TCGA-A2-A0T1-01","BRCA_Her2"," 0.2183","-1.6800","-4.5110","-3.9836","-0.3631","-1.6546"," 0.2766"," 0.4120"," 0.2903","-1.4623","-2.6189","-1.7816"," 0.1384","-0.6702","-0.5031","-2.1389"," 1.1096","-0.7412","-0.3554","-1.4173"
"TCGA-A2-A0T2-01","BRCA_Basal"," 0.3713","-2.9480","-5.4468","-5.3622","-3.3774"," 0.7813"," 0.4724","-2.9394"," 0.1486","-0.1618","-0.7814","-1.2831","-0.2440","-1.6950","-0.1790","-5.2263"," 0.9326","-1.5041","-1.6006","-2.5989"
"TCGA-A2-A0T3-01","BRCA_LumB"," 0.7236","-1.8014","-6.0478","-3.5581","-1.1278","-1.6556"," 1.3006","-1.8281"," 0.4768","-0.5665","-0.1749","-1.1302"," 0.8346"," 0.8638","-1.3800","-1.3202","-3.0449","-1.4961"," 0.0725","-0.1614"
"TCGA-A2-A0T4-01","BRCA_LumA","-0.3852"," 0.3951","-5.5902","-2.8123"," 0.3097","-0.5103"," 1.7090"," 0.2127","-1.0891"," 0.1586","-0.5763","-1.0192"," 0.2034"," 0.5237"," 0.0563","-1.6730","-0.1739","-2.1584"," 0.6366"," 0.2090"
"TCGA-A2-A0T5-01","BRCA_LumA"," 0.2507","-0.1749","-3.7411","-0.8967","-1.3940","-0.4344"," 1.6785"," 0.1460","-0.3970"," 0.2235","-1.3054","-1.7769"," 1.4158","-0.3944","-1.2962","-2.6174"," 2.2157","-1.6088"," 1.1086","-0.8993"
"TCGA-A2-A0T6-01","BRCA_LumA","-0.1131","-0.4753","-4.0430","-2.8860"," 0.8162"," 2.8881"," 1.5822"," 1.6137"," 0.7805"," 1.1790","-2.6322","-0.3093"," 0.7452"," 0.4624","-0.0851","-0.6805"," 0.1413","-0.1858","-1.1807"," 0.7873"
"TCGA-A2-A0T7-01","BRCA_LumA"," 0.7784","-0.0687","-2.9141","-1.7084"," 0.9253","-0.7698"," 1.2808"," 0.2900"," 0.8931"," 0.6737"," 0.6595","-0.7871"," 0.8077","-1.4268"," 0.3197","-1.9888"," 0.9016","-0.9563","-0.2721","-0.3810"
"TCGA-A2-A0YC-01","BRCA_LumA"," 0.3517","-2.9480","-6.4628","-2.4460","-0.9348","-2.5482"," 1.5404","-1.0339"," 1.4427"," 0.0405"," 0.9856","-0.8858"," 0.5517","-0.7062","-0.5636","-2.4557","-0.8231","-0.8869"," 1.5861","-0.6443"
"TCGA-A2-A0YD-01","BRCA_LumA","-0.9442"," 0.2579","-4.2920","-1.6796"," 1.4573"," 0.4263"," 1.5081"," 1.5051"," 0.1859"," 1.5864"," 1.5439","-0.3430"," 1.3297"," 0.8511"," 0.7174","-0.6155"," 0.8687","-0.1189"," 0.6580"," 0.3009"
"TCGA-A2-A0YE-01","BRCA_Basal"," 0.1793"," 0.8946","-3.9444","-3.8975","-0.2562","-1.8739","-2.0079","-1.1597"," 2.4746","-2.0040","-0.4338","-0.9110"," 0.8866","-1.5763","-1.2105","-5.2876","-4.8902","-1.0830","-1.3041","-0.0720"
"TCGA-A2-A0YF-01","BRCA_LumA"," 0.8480","-1.1527","-6.8161","-2.3317","-2.0721","-1.5795"," 1.5666","-2.2795"," 0.5929","-0.5666"," 1.3517","-0.7236"," 0.5263","-0.7720","-0.7767","-3.9341"," 0.8312","-0.9253"," 1.3663","-2.1311"
"TCGA-A2-A0YG-01","BRCA_LumB"," 1.1404","-2.6883","-6.8095","-2.6411","-0.4959","-1.0170"," 1.0534","-0.7425"," 2.3819"," 0.9175","-1.9178","-0.2564"," 0.2649","-0.9299","-0.9200","-3.0034","-2.9391","-1.0795","-1.9790","-1.6375"
"TCGA-A2-A0YH-01","BRCA_LumB"," 0.2486","-1.6361","-7.2772","-4.4988","-0.3132","-1.8115"," 1.3472"," 0.1083"," 2.7849"," 0.0912"," 0.1756","-0.9458","-0.3048","-0.8937"," 0.0624","-2.1314"," 0.7684","-1.2081"," 0.0753","-0.2570"
"TCGA-A2-A0YI-01","BRCA_LumA"," 0.7030","-1.6834","-4.7761","-2.4005","-0.0224","-1.8426"," 1.5627"," 0.1781"," 0.2142"," 0.8055","-2.1380"," 0.5694"," 0.8040","-0.3591"," 0.0874","-1.2300"," 0.3160","-0.3592","-0.4551","-0.2327"
"TCGA-A2-A0YJ-01","BRCA_Basal"," 0.6078","-2.6356","-3.0258","-5.3182","-4.3418","-2.5974","-3.7387","-4.0477"," 0.3380","-1.3786"," 0.4589","-0.8368"," 0.5731","-1.6736","-2.0929","-6.5919","-1.4892","-1.1493","-2.9945"," 1.5268"
"TCGA-A2-A0YK-01","BRCA_Normal","-0.0235","-1.6235","-0.9990","-1.0476"," 0.0283"," 0.0867"," 1.0252"," 0.0438"," 0.6662"," 1.2864"," 0.3078","-0.3369"," 0.4903"," 0.6601","-0.2883","-0.1874"," 0.4468","-0.0023","-0.2715"," 0.0289"
"TCGA-A2-A0YL-01","BRCA_LumA","-0.0656"," 0.2168","-2.1624","-0.7443","-0.1679"," 0.0019"," 1.4271"," 0.9709"," 0.8287"," 1.8472"," 0.3609","-0.4444"," 1.2120"," 0.1629","-1.3670","-0.8507"," 0.5466","-0.4716","-0.7584","-0.1103"
"TCGA-A2-A0YM-01","BRCA_Basal"," 0.3360","-1.8399","-7.7997","-3.1679","-2.1020","-2.4474","-1.6654","-2.3036"," 0.9335","-0.9804"," 2.6951"," 0.5540","-0.5706"," 0.8904","-0.4636","-2.6427"," 0.4601","-0.1995","-1.4059","-1.0543"
"TCGA-A2-A0YT-01","BRCA_LumB"," 1.1353","-1.1758","-7.3352","-1.6325","-1.3487","-3.7205"," 1.1725","-1.5973"," 1.7051","-0.5776"," 1.5844"," 0.3906","-1.7525"," 0.0728","-1.3041","-3.5973"," 0.6132","-2.1858","-1.7255","-1.8542"
"TCGA-A2-A1FV-01","BRCA_LumA","-0.7382","-0.3160","-4.1047","-2.8758","-0.4704","-1.9066"," 2.2209","-0.7454"," 0.9783"," 2.0096","-1.8908"," 0.2440","-0.1620","-0.2151","-0.7629","-3.2727","-1.3907"," 1.0399"," 3.0772"," 0.7487"
"TCGA-A2-A1FW-01","BRCA_LumB"," 0.7269","-2.7102","-4.9576","-2.6015","-0.6316","-1.9009"," 2.2338","-0.2615"," 2.0216","-1.0153","-1.4528"," 0.9151","-1.2999","-1.5110"," 0.0395","-1.7002"," 1.0085","-0.8344","-1.8333","-0.4711"
