"SAMPLE_ID","SUBTYPE","CDH1","CSMD1","DMD","DST","FAT3","FLG","GATA3","HMCN1","HUWE1","MAP3K1","MUC16","PIK3CA","RUNX1","RYR2","SPTA1","SYNE1","TP53","TTN","USH2A","ZFHX4"
"TCGA-AC-A3TM-01",NA,"-0.6479","-1.6393","-8.2762","-4.5030","-1.2603","-2.7723"," 1.6509","-2.7090","-2.4105","-0.4434","-2.1966","-5.0978"," 0.6572","-1.3363","-0.8159","-5.4677"," 1.6535","-1.5984","-0.1943","-2.7371"
"TCGA-AC-A3TN-01",NA,"-1.1640","-1.6793","-7.9628","-5.4029","-0.9112","-3.7641"," 2.0481","-2.4639","-2.2973"," 0.0450","-0.2787","-4.3498"," 0.9166","-1.3689","-1.4898","-5.5350","-1.0851","-3.1837"," 0.6800","-2.4424"
"TCGA-AC-A3W5-01","BRCA_Her2"," 0.1147","-1.6150","-4.4324","-3.1135"," 0.4988","-0.3462","-0.0232"," 0.7081","-2.0374","-1.0190","-0.2421","-2.4922"," 0.2450"," 0.2111","-0.6316","-1.5456","-1.9122","-1.1613","-0.1999","-0.7567"
"TCGA-AC-A3W6-01",NA,"-1.1873"," 0.0380","-5.1680","-3.9176","-0.4363","-0.6548"," 1.5818"," 0.2726","-2.0442"," 0.2924","-2.9064","-2.5453"," 0.6805"," 1.5587"," 0.6484","-1.4893"," 0.2540","-1.0174","-0.6889","-0.8905"
"TCGA-AC-A3W7-01",NA,"-0.3671"," 0.4870","-4.4459","-1.8347"," 0.5714","-0.2138"," 1.7554","-0.1655","-0.2013"," 1.4969"," 1.5263","-2.3602"," 0.8848","-0.0614","-0.6836","-2.3804","-0.1005","-0.8485"," 0.1921","-0.2895"
"TCGA-AC-A3YI-01","BRCA_Normal","-0.0719","-0.2109","-3.8477","-0.7586"," 0.8771","-1.2799"," 0.8408"," 0.5343","-1.2386"," 0.4117","-0.2013","-2.1006"," 1.3417"," 1.0281","-1.3487","-0.9582"," 0.5602","-0.2206","-0.6276","-1.2581"
"TCGA-AC-A3YJ-01","BRCA_LumA"," 0.3763","-2.9480","-8.5250","-4.1771","-3.3284","-4.4990"," 1.7036","-4.7717","-0.6434","-1.3738","-2.5104","-3.7774","-0.6516","-2.1598","-0.7736","-4.6013"," 0.4324","-1.3500"," 1.3920","-4.3973"
"TCGA-AC-A4ZE-01","BRCA_LumA"," 0.0347","-2.4772","-5.1961","-3.0452","-2.4323","-2.4669"," 2.0049","-2.8067"," 0.3315"," 0.1548"," 1.6995","-1.2293","-0.4205","-1.1041","-1.1742","-3.6598","-2.4063","-0.5807"," 1.8114","-1.9731"
"TCGA-AC-A5EH-01","BRCA_Her2"," 0.5526","-0.8340","-8.0987","-5.1364","-0.8508"," 2.5568"," 1.4637"," 0.0098","-1.2381"," 0.9378","-1.3993","-2.0024"," 0.4605","-0.0020","-0.4222","-2.7142"," 0.5927","-1.7552","-1.1476","-0.9477"
"TCGA-AC-A5XS-01","BRCA_LumA","-0.6995","-2.3466","-6.4677","-4.4132","-1.5957","-3.6361"," 1.1992","-2.3574","-3.0579"," 0.0055"," 0.2360","-3.3006","-0.4704","-1.4745","-0.1420","-4.5815"," 1.2842","-2.9413","-1.9087","-1.8671"
"TCGA-AC-A5XU-01","BRCA_LumA"," 0.6273","-0.8459","-7.1626","-3.5633","-1.2661","-1.1828"," 1.5437","-0.7611"," 0.0955","-1.9163","-3.0863","-2.5402","-0.6669","-0.6030","-0.9291","-2.0224"," 2.5106","-0.5196","-0.6194","-1.3812"
"TCGA-AC-A62V-01",NA," 0.4976","-1.3093","-9.4447","-6.4820","-3.0640","-4.0230"," 2.4476","-3.4736","-3.1449","-3.1564","-3.0738","-5.7261","-0.9470","-1.8559","-1.4404","-5.7646","-0.8158","-3.7683","-1.1348","-3.2126"
"TCGA-AC-A62X-01","BRCA_Basal"," 0.1085","-2.9480","-1.9065","-3.1161","-3.9464","-4.0418"," 0.4542","-3.4841","-0.3577","-2.7269"," 0.1254","-0.9668","-0.8311","-1.9721"," 1.1664","-8.4111"," 1.4411","-1.0490","-0.3381","-6.0085"
"TCGA-AC-A62Y-01","BRCA_LumA"," 0.8784","-2.9480","-7.1643","-4.5154","-1.0144","-3.0178"," 1.4617","-2.9798","-2.5268","-0.4444","-1.0545","-2.7215"," 0.2340","-1.7585","-0.4229","-4.4185","-1.1526","-1.0147","-1.7023","-2.3621"
"TCGA-AC-A6IV-01","BRCA_LumA","-0.8936","-1.7114","-3.4183","-2.8886","-0.2698","-0.6163"," 1.6358"," 0.0534","-1.1625","-1.1314"," 1.6801","-1.4098"," 0.4569"," 0.5886"," 0.5611","-0.8936"," 0.6319","-0.1504","-1.1302","-0.5997"
"TCGA-AC-A6IW-01","BRCA_Basal","-0.1534","-2.9480","-4.3156","-5.2309","-4.3418","-1.2369","-2.8710","-3.5208","-1.2557","-0.8763"," 1.9029","-1.5977","-1.5603","-1.5032","-0.6294","-4.6007"," 3.1422","-2.1963","-3.1233","-2.8233"
"TCGA-AC-A6IX-01","BRCA_LumA","-0.9428","-1.1415","-4.7288","-3.3436","-0.4056","-1.0755"," 1.4351"," 0.0553","-0.6920"," 0.3606","-3.2975","-1.7629"," 0.3413","-0.4944","-0.0805","-2.2015","-0.4932","-0.6103","-0.9026","-0.2397"
"TCGA-AC-A6NO-01","BRCA_LumA"," 0.2400","-2.9480","-6.4652","-4.1646","-1.5504","-3.4718"," 1.9481","-1.1957","-1.1290","-0.1978","-1.5461","-2.5338"," 1.8878","-1.7912","-2.0929","-3.4444"," 1.4871","-0.3347"," 1.0314","-2.1913"
"TCGA-AC-A7VB-01","BRCA_LumB"," 0.2956","-2.0202","-9.4189","-3.8633","-3.4615","-2.8045"," 2.1785","-4.2653"," 0.1188","-1.9972","-3.0012","-1.9940","-0.8886","-2.4683","-1.5963","-4.0150"," 0.9060","-1.1901","-0.2505","-4.3640"
"TCGA-AC-A7VC-01","BRCA_Basal","-1.8208","-1.4095","-3.7977","-3.6095"," 3.6000"," 0.6765","-2.8868","-1.2471","-2.2973","-3.4195","-2.9855","-2.2968"," 0.9136","-1.3090"," 1.5402","-3.0550"," 1.8987","-1.2569","-2.0362"," 1.2461"
"TCGA-AC-A8OP-01","BRCA_LumA"," 0.3667","-0.0089","-4.8383","-2.9376","-0.2332"," 0.0966"," 2.3389","-0.9663","-0.1926","-0.1899","-0.9538","-1.8583"," 0.4077","-0.9574","-0.4425","-2.5601","-0.8774","-0.4026","-0.3469","-0.0556"
"TCGA-AC-A8OQ-01","BRCA_Basal"," 0.4973"," 1.7986","-3.0580","-3.4735","-1.1321","-0.4462","-2.3169","-1.0182","-0.4801","-1.7827"," 1.3954","-1.2435"," 0.3030"," 1.1242"," 0.2679","-1.9134","-1.7144","-0.1861","-1.0491","-1.2177"
"TCGA-AC-A8OR-01","BRCA_LumA","  0.5491"," -2.9480","-10.2780"," -4.1755"," -4.3418"," -0.8595","  1.7591"," -5.0509"," -0.7184"," -0.3652"," -0.5203"," -2.5673"," -0.4658"," -1.9804"," -1.1130"," -2.9810","  1.1628"," -0.4801"," -1.1498"," -5.2120"
"TCGA-AC-A8OS-01","BRCA_LumA","-0.5373","-1.6627","-4.1004","-2.0501","-0.0318","-0.1643"," 1.1112"," 0.6394","-0.0119"," 1.9027","-1.3895","-1.8322"," 1.2689"," 0.5046"," 0.0910","-1.4528","-1.0890"," 0.1659","-0.2505"," 0.3100"
"TCGA-AN-A03X-01","BRCA_LumA"," 0.2298","-0.1169","-7.0036","-4.5493"," 1.1911"," 1.5301"," 1.6111"," 0.6978","-1.4134","-2.4787","-1.1168","-1.9081"," 0.8958","-0.2562","-2.0929","-2.9812","-0.5963","-1.0119","-3.6918"," 0.6406"
"TCGA-AN-A03Y-01","BRCA_LumB","-1.0917"," 1.8830","-8.5357","-5.1771","-1.5815","-0.9910"," 2.0952","-1.5252"," 0.0280"," 0.7597","-3.1010","-2.1844","-0.2603"," 3.1899"," 0.0689","-3.1383"," 1.8018","-2.2756"," 0.3049","-2.0465"
"TCGA-AN-A041-01","BRCA_LumA"," 1.0848","-0.5360","-5.7000","-1.7069"," 1.2827"," 0.1379"," 1.4957"," 0.6235"," 0.8364","-0.7166"," 1.4003","-0.4659"," 1.0250","-0.5848","-0.9116","-1.9639"," 0.6700","-2.1186"," 0.7897","-0.0948"
"TCGA-AN-A046-01","BRCA_LumA"," 0.3716","-1.3200","-6.7584","-5.3498"," 0.1487","-1.9655"," 1.3371","-0.2305","-0.0551","-0.6446","-1.6806","-2.2927"," 0.6682","-0.6598","-0.8152","-2.8363","-0.0199","-0.9908","-1.5215","-0.6762"
"TCGA-AN-A049-01","BRCA_LumA"," 0.2726","-1.7845","-6.5838","-3.1584","-0.6314","-2.5246"," 1.5249","-0.6373"," 0.3962","-1.0367","-0.7222"," 0.5368"," 0.6521","-2.0852","-1.2033","-2.7777"," 0.8660","-1.7798","-0.1351","-1.2199"
"TCGA-AN-A04A-01","BRCA_LumA"," 0.8726","-0.6324","-5.7167","-2.9941"," 0.4777","-0.7934"," 1.5221"," 0.4723"," 0.7491"," 0.2525","-1.1557","-1.0495"," 0.4832","-1.4919","-0.6536","-2.1277"," 1.0866","-1.6343","-2.2249","-0.4867"
"TCGA-AN-A04C-01","BRCA_Her2"," 0.7332","-2.6701","-7.3669","-5.2158","-2.3132","-4.4990","-0.0383","-3.4390","-0.4319"," 0.1976"," 0.6964","-2.1340","-0.0336","-1.3004","-0.4606","-5.6017"," 1.5448","-1.2152","-0.7639","-3.0100"
"TCGA-AN-A04D-01","BRCA_Basal"," 0.1924","-2.9480","-4.9303","-4.3414","-2.9845","-2.9297","-4.4039","-3.4898","-1.4055","-0.7989"," 0.2197","-1.4912","-1.0051"," 5.4192","-1.4218","-8.1093"," 0.7912"," 1.1365","-0.6395","-4.8313"
"TCGA-AN-A0AJ-01","BRCA_LumB"," 0.5674","-1.7526","-9.8336","-5.8143","-2.6112","-3.1495"," 1.2818","-0.6626"," 0.1066"," 0.0717"," 0.0994","-0.9312"," 0.0480","-2.3234","-1.4027","-4.5266","-2.6539"," 0.2113","-0.0029","-1.7352"
"TCGA-AN-A0AK-01","BRCA_LumB"," 0.7907","-2.6272","-9.7280","-4.7692","-3.2223","-4.0387"," 1.6350","-4.6646"," 1.9095","-2.2791","-3.2975","-1.4037","-1.4165","-1.1495","-1.4359","-4.6621"," 2.2653","-1.2958","-2.4465","-3.5781"
"TCGA-AN-A0AL-01","BRCA_Basal"," 0.5924"," 1.7658","-2.8295","-3.3811","-1.1169","-2.3786","-1.1638","-0.7862","-0.2513","-1.7462"," 0.7400","-0.8672"," 0.7044","-0.9837","-1.2393","-3.5716"," 1.1493","-1.1105","-3.6918","-1.4677"
"TCGA-AN-A0AM-01","BRCA_LumB"," 0.5925","-2.6742","-7.1461","-2.8239","-0.9291","-2.1910"," 1.5498","-1.5413"," 0.1986","-1.0473","-0.0066","-2.1562","-0.3459","-1.4955","-0.0623","-2.2044"," 0.9070","-1.3345"," 0.1568","-1.5657"
"TCGA-AN-A0AR-01","BRCA_Basal"," 0.0851","-2.0046","-3.7442","-3.1526","-2.0010","-2.1353"," 0.5940","-3.3525","-0.3557","-1.0082","-2.3677","-2.0108","-0.5953","-0.3364","-1.3025","-7.2018","-3.5303","-0.3802","-1.5859","-4.8167"
"TCGA-AN-A0AS-01","BRCA_LumA"," 0.4062","-1.6446","-5.2987","-4.5570"," 1.2433","-0.4713"," 1.3636"," 0.1870","-0.7258","-2.6978","-0.5959","-1.2133"," 0.9605","-0.4925","-1.4005","-2.7428"," 0.3883","-0.9396"," 0.1026","-0.3391"
"TCGA-AN-A0AT-01","BRCA_Basal"," 0.3265","-2.9480","-2.9299","-2.5857","-3.0872","-1.6031","-2.9469","-2.9222"," 1.4522","-2.5540"," 0.4805","-0.1990","-0.7745"," 0.4812","-1.2663","-2.9397","-3.3326","-2.6986","-0.9205","-1.9659"
"TCGA-AN-A0FD-01","BRCA_LumA"," 0.8073","-0.5525","-6.8313","-4.7019","-0.7078","-2.2125"," 2.5584"," 0.5103","-0.7341","-0.0917"," 0.7078","-1.3271"," 0.2369","-2.1738","-0.7892","-3.5733","-2.2248","-0.9683","-2.9042","-0.5671"
"TCGA-AN-A0FF-01","BRCA_LumB"," 0.6431","-2.6611","-6.2575","-2.3706","-0.3695","-2.5796"," 2.3509","-1.0712","-0.1035"," 0.4574","-2.5478","-0.6341"," 0.1273","-0.5389","-0.9677","-3.0376"," 0.4180","-1.2117","-1.0883","-0.6314"
"TCGA-AN-A0FJ-01","BRCA_Basal"," 0.6501","-1.0219","-1.2579","-2.1453","-3.1720","-1.6570","-2.8022","-1.7833"," 0.5770","-3.3204","-1.3839","-1.2724"," 0.2723","-0.0319","-0.9828","-6.2106","-3.9612","-0.6441","-1.5878","-2.9640"
"TCGA-AN-A0FK-01","BRCA_LumA"," 0.8713"," 0.3954","-8.5398","-5.0945","-1.1743","-2.4605"," 2.1284","-1.8964"," 0.1720","-0.5227","-2.4097","-2.4122","-1.4458"," 0.3962","-1.2847","-5.7126"," 2.1846","-2.1306"," 0.3769","-2.1395"
"TCGA-AN-A0FL-01","BRCA_Basal"," 0.5247"," 2.2735","-1.1932","-7.4950","-1.6045","-3.6415"," 0.2480","-3.9961","-2.0032","-1.9631","-0.0288","-2.0769","-0.6001"," 0.8367","-1.1574","-7.2371","-4.8115","-0.8058","-0.9841","-3.8266"
"TCGA-AN-A0FN-01","BRCA_LumA","-1.3084","-0.6642","-3.4937","-2.7209"," 1.4261","-1.9307"," 0.7663"," 1.1473","-1.6479"," 0.2555","-0.1141","-1.5019"," 1.2680"," 1.0562"," 0.3256","-0.5271"," 0.6747","-0.7576","-0.0119"," 0.9272"
"TCGA-AN-A0FS-01","BRCA_LumA"," 0.0750","-1.9346","-4.1316","-2.8791"," 0.1045","-1.6916"," 2.0312"," 0.3864","-0.8891"," 1.1851","-1.5170","-0.8694"," 0.6357","-1.4000","-0.6580","-1.8316","-0.3835","-0.7280"," 1.2768","-0.2304"
"TCGA-AN-A0FT-01","BRCA_LumA"," 0.7785","-2.6301","-6.2962","-6.1348","-1.0316","-2.5483"," 1.5875","-1.4647","-3.6810","-1.6263"," 0.2226","-4.0660","-0.6490","-1.6570","-0.1649","-4.1761"," 1.4985","-2.8231"," 0.3489","-1.4855"
"TCGA-AN-A0FV-01","BRCA_Her2"," 1.0464"," 1.8742","-7.2498","-3.4528"," 0.0788"," 4.8119"," 0.9175","-0.2988"," 1.0314"," 0.3550","-1.4024","-1.4142","-0.4116","-2.4772","-0.3931","-2.1356"," 1.1989","-1.5277"," 0.3254","-0.6978"
"TCGA-AN-A0FW-01","BRCA_LumA"," 0.8552"," 1.2483","-6.5353","-4.7067","-1.7571","-1.4385"," 1.3143","-1.3501"," 1.2141","-1.0580","-0.6787","-0.9042","-0.0784","-1.3098","-1.2199","-1.9008"," 0.5449","-0.8976","-0.6506","-0.9429"
"TCGA-AN-A0FX-01","BRCA_Basal"," 0.2064"," 0.8606","-1.0876","-1.2806","-0.5785","-0.2799","-0.8237","-0.1764"," 0.6997","-0.7017"," 1.1867","-0.2956"," 0.8746","-1.5082","-1.3693","-2.0457"," 1.7621","-1.3089","-1.5069","-0.3782"
"TCGA-AN-A0FY-01","BRCA_LumB"," 0.8028","-2.2739","-7.8268","-4.5485","-1.0497","-2.4832"," 1.6533","-0.6550"," 0.3735"," 0.2088","-2.0729","-1.0281"," 0.4437","-1.9868","-1.0494","-3.4315"," 2.4413","-0.0158","-0.7283","-1.2023"
"TCGA-AN-A0FZ-01","BRCA_LumA"," 1.0847","-0.1451","-7.8706","-4.6609","-0.1956","-0.8347"," 1.9152"," 0.1231"," 0.3384","-0.9069","-2.4030","-0.6792"," 1.1089","-1.9669","-0.8177","-3.8342","-0.4256","-0.8130"," 0.1432","-1.1831"
"TCGA-AN-A0G0-01",NA," 0.4906"," 0.8069","-0.3005","-2.3234","-1.3290","-2.0311","-0.9435"," 1.9246","-0.3774","-1.0890","-3.0008","-1.2293","-0.1576"," 4.0200","-1.2567","-4.2370","-3.0226","-1.7427","-1.0535","-1.8885"
"TCGA-AN-A0XL-01","BRCA_LumA"," 0.3575","-0.1524","-2.6123","-2.5217"," 1.1102","-1.9471"," 0.9084","-0.2587","-0.8266"," 0.8785","-2.2965","-0.1322"," 0.5715"," 1.6229"," 0.0590","-1.5770","-1.1919"," 0.1240","-2.1540"," 1.0643"
"TCGA-AN-A0XN-01","BRCA_LumA"," 0.1257","-0.0816","-5.1696","-3.0290"," 1.2749","-1.1524"," 0.6853"," 1.2671"," 0.3606","-0.1103","-2.8530","-0.2593"," 0.9193","-0.7383"," 0.1449","-0.3777"," 0.6837","-1.3633","-2.2795"," 0.4222"
"TCGA-AN-A0XO-01","BRCA_LumA"," 0.4733","-0.1785","-5.4888","-2.6536"," 0.0730","-0.9511"," 1.5408","-0.1702"," 0.1293"," 1.9989","-1.3256","-0.5744"," 1.2257","-1.6050","-0.0450","-3.4817","-0.4409","-0.7050"," 0.2747","-1.0203"
"TCGA-AN-A0XP-01","BRCA_LumA"," 0.6936","-2.3299","-6.8525","-3.3071","-1.1846"," 0.3920"," 1.9182","-1.8435"," 0.6074"," 1.3814"," 1.8686","-1.3287"," 0.4965","-1.8607"," 0.1146","-4.0030","-0.5746","-0.9022"," 2.4900","-0.6741"
"TCGA-AN-A0XR-01","BRCA_LumB"," 0.2792","-2.9480","-6.3415","-4.1440","-1.0109","-2.8612"," 1.8987","-2.2899","-0.8787"," 1.4518"," 1.6436","-2.4545"," 0.1451","-2.6476","-1.4434","-4.7739"," 0.5209","-2.9697"," 0.7637","-1.2994"
"TCGA-AN-A0XS-01","BRCA_LumA"," 0.3614","-2.1826","-5.6063","-3.4655"," 0.2485","-0.9664"," 1.2280","-0.9302"," 0.0759"," 1.5210","-0.1525","-1.1457"," 1.6766","-1.3719","-0.1209","-2.1482"," 0.7278","-0.5268","-1.4737","-0.6431"
"TCGA-AN-A0XT-01","BRCA_LumA"," 0.7577","-2.9480","-5.0994","-3.9587","-1.9938","-3.6820"," 1.9902","-2.0820","-0.9324"," 1.3133","-1.6234","-0.0412"," 0.2001"," 0.0243","-0.2083","-2.7297"," 0.5174","-0.2026"," 0.5313","-2.5411"
"TCGA-AN-A0XU-01","BRCA_Basal"," 0.1099","-1.3353","-3.0848","-2.5276","-1.6189","-1.2316","-1.5152","-3.1140"," 1.9275","-1.7909"," 0.7828","-0.6776"," 0.7767"," 0.3071","-1.3277","-0.6339","-0.4186"," 0.1888","-0.9879"," 0.3012"
"TCGA-AN-A0XV-01","BRCA_LumA"," 0.6514","-0.5391","-4.8240","-2.6785"," 0.4499","-1.8313"," 1.5665","-0.0739","-0.8455"," 0.1798","-0.5130","-0.7125"," 0.1887"," 0.3075","-1.1516","-1.7954"," 0.5647","-0.0060"," 1.3519","-0.6270"
"TCGA-AN-A0XW-01","BRCA_LumA"," 0.5761","-0.4692","-5.8375","-2.4781"," 0.0100","-2.3140"," 1.0391"," 1.5612","-0.2330"," 0.8212","-1.3946","-0.8833"," 0.6137","-0.7702","-0.5688","-0.9955","-0.6132","-0.3176"," 0.1152"," 0.0640"
"TCGA-AO-A03L-01","BRCA_LumA"," 0.7628","-1.0900","-6.6943","-2.9515"," 0.2079","-2.2960"," 1.4496"," 0.1196"," 0.7714"," 0.0882","-0.5320","-0.7608"," 0.3816","-1.2579","-0.8011","-2.7101","-1.5594","-2.1408","-0.8718","-0.8782"
"TCGA-AO-A03M-01","BRCA_LumA"," 1.0871","-1.9827","-5.2079","-3.5637","-1.2141","-3.5441"," 1.7021","-0.8570"," 1.2131"," 0.5550","-0.4724","-1.0943"," 0.1085","-1.0510","-1.8376","-2.7266","-2.2650","-1.0972","-1.3554","-2.4091"
"TCGA-AO-A03N-01","BRCA_LumB"," 0.4610","-1.2337","-7.6087","-5.6121"," 0.4935","-1.4892"," 1.9683","-1.2922","-2.1540","-0.8318","-0.3385","-3.3199"," 0.1496","-0.4570","-0.2541","-4.6781"," 1.6966","-1.9606","-0.6167","-1.1218"
"TCGA-AO-A03O-01","BRCA_LumB"," 0.4978","-1.8882","-8.9715","-6.3130","-2.8805","-2.9783"," 1.5961","-2.3169"," 0.1241","-0.8806","-1.0347"," 0.3534","-0.4524","-2.2236","-0.7062","-4.2700"," 0.7894","-1.3876","-0.6221","-1.0963"
"TCGA-AO-A03P-01","BRCA_LumB"," 0.5749","-2.4798","-7.1327","-4.6536","-2.2436","-3.2095"," 2.2443","-1.9717","-0.5636"," 0.1655","-0.5800","-1.8343","-0.3155","-1.5322","-0.5972","-4.0068"," 1.8341","-1.2899","-0.8570","-2.3559"
"TCGA-AO-A03R-01","BRCA_Normal"," 0.4141","-1.4739","-4.8926","-1.5036","-1.7634","-1.6909"," 1.9741","-3.5628","-1.9319","-1.7661","-1.9332","-3.0969","-0.2596","-0.7795","-0.9077","-3.7833"," 0.1394","-1.5387","-2.6469","-3.4465"
"TCGA-AO-A03T-01","BRCA_Normal"," 0.7501","-2.9480","-4.3151","-2.3979","-1.7562","-2.0097"," 1.2984","-2.8411","-2.4496"," 0.5873","-1.4042","-3.2283","-0.0700","-2.3039"," 0.1051","-3.9210","-0.6985","-1.2219"," 1.0638","-2.9363"
"TCGA-AO-A03U-01","BRCA_Normal"," 0.4932","-2.2178","-0.0455","-2.1372","-0.7668","-2.6616","-0.3564"," 0.1803"," 1.1120","-0.2001"," 0.4218","-0.2415"," 0.4839","-0.8958","-0.3010","-1.0996","-0.1785","-1.2833"," 1.0436","-1.3775"
"TCGA-AO-A03V-01","BRCA_LumA"," 0.9040","-1.0838","-6.2517","-3.9014","-0.5868","-1.4486"," 1.0589","-1.5739","-0.4742"," 0.7011","-1.3897","-1.3694"," 0.4696","-1.2109","-2.0929","-3.6493"," 0.4007","-1.6082","-2.5089","-1.7169"
"TCGA-AO-A0J2-01","BRCA_Her2"," 0.5737","-1.9441","-7.3119","-5.4170","-1.6816","-3.9067"," 0.2951","-3.1841","-1.0062","-0.2580","-1.0970","-2.9066","-0.5429","-1.6642","-1.8227","-6.1133"," 1.9951","-1.0241","-0.7922","-3.3852"
"TCGA-AO-A0J3-01","BRCA_LumB"," 0.5029","-2.9480","-6.4968","-4.3932","-3.8836","-4.2075"," 2.5587","-4.1220","-0.4915","-1.7811","-2.7106","-1.7280","-0.8414","-2.5566","-1.6581","-3.2380"," 0.0073","-0.9044","-2.2820","-2.2263"
"TCGA-AO-A0J4-01","BRCA_Basal"," 0.5336","-0.8715","-4.3001","-3.2731","-1.1897","-1.0541","-1.9580","-1.2751","-0.2802","-0.8765"," 2.9632"," 0.0982"," 0.2829"," 0.5413","-1.6489","-1.3681"," 1.8917","-1.4859","-0.9622","-1.8638"
"TCGA-AO-A0J5-01","BRCA_LumA"," 0.7958"," 0.7624","-4.7844","-1.5380"," 1.1364"," 1.2092"," 2.3865"," 1.7833"," 1.3350"," 0.3602","-2.1709","-0.0836"," 0.6108"," 0.9154"," 0.8273"," 2.5195"," 0.5229","-0.4040","-0.5545"," 1.1494"
"TCGA-AO-A0J6-01","BRCA_Basal"," 0.5100","-2.0098","-4.8857","-3.4733","-3.6959"," 0.5652","-0.1228","-4.3138"," 0.4627","-1.3217"," 2.2928","-0.6352","-0.6338"," 3.3840","-1.6483","-4.6779","-3.8517","-2.3728","-1.7940","-4.8585"
"TCGA-AO-A0J7-01","BRCA_LumB","  0.5171"," -1.6297","-10.0184"," -5.5432"," -1.5793"," -2.5005","  1.9636"," -1.7017"," -0.0308"," -0.9403"," -2.7260"," -1.3489"," -0.5914"," -1.4728"," -1.3066"," -5.5588","  1.5541"," -1.6906"," -0.4292"," -3.0725"
"TCGA-AO-A0J8-01","BRCA_LumA","-1.1426","-0.7727","-7.9442","-4.2805","-0.3176","-2.2117"," 1.8670","-1.1046"," 0.1910"," 0.4441","-0.8170","-2.6374","-0.1252","-1.0471","-1.1039","-3.5687"," 1.2287","-1.8871"," 0.4952","-1.6232"
"TCGA-AO-A0J9-01","BRCA_LumA","-0.8836","-0.8448","-4.0229","-2.6843","-0.4077","-2.1331"," 1.6387","-1.0811","-2.9327"," 0.2418","-0.1042","-1.9742","-0.1101"," 0.8069"," 1.5547","-1.7037"," 1.9284","-1.3833"," 0.0654","-0.7839"
"TCGA-AO-A0JA-01","BRCA_LumA"," 0.5748","-0.3610","-5.0173","-2.1733"," 0.5040","-0.5758"," 1.2453"," 1.2886"," 1.3534"," 1.2135","-1.3691","-0.7008"," 0.9323"," 1.8672","-0.6470","-1.5200"," 0.4583","-0.3583"," 0.0669"," 0.2867"
"TCGA-AO-A0JB-01","BRCA_Normal"," 0.1443","-1.7417","-3.7924","-2.2085","-1.1892","-2.3584"," 1.6391","-2.4510","-3.1805","-0.9966"," 0.0473","-3.9472"," 0.7472","-0.6954","-2.0929","-4.1570","-0.8745","-0.8030","-1.9307","-2.5904"
"TCGA-AO-A0JC-01","BRCA_LumA","-0.3505","-1.4859","-5.2043","-4.5412","-1.9187","-2.3781"," 0.2387","-2.2963","-0.9621"," 1.1449","-1.4208","-0.4961","-0.5232","-1.0035"," 0.2066"," 0.6026"," 0.5750"," 1.6050","-0.4283","-1.8442"
"TCGA-AO-A0JD-01","BRCA_LumB"," 0.3711","-1.5948","-6.3798","-3.1336","-2.4024","-2.6751"," 1.2242","-3.2440"," 0.5677"," 0.1542","-1.1274","-0.6531","-0.2794","-0.6345","-0.9523","-4.6427"," 0.5364","-2.6387","-0.5032","-4.1844"
"TCGA-AO-A0JE-01","BRCA_Her2"," 0.7999"," 1.6297","-6.3742","-2.5892","-1.0822"," 0.5175"," 0.1843"," 0.4247","-0.4510"," 0.1981","-1.7473","-1.4225"," 0.2666","-1.1804"," 0.5441","-1.5773"," 0.8258","-0.5883","-0.2231","-0.1713"
"TCGA-AO-A0JF-01","BRCA_LumA"," 0.4652","-2.0958","-3.5525","-2.8021"," 0.6700","-0.9325"," 1.0548"," 1.4864"," 0.3169","-0.3019"," 0.6738","-0.5837"," 0.4182"," 0.4621","-0.0953","-1.3287","-0.2576","-0.6177"," 0.4336"," 0.3684"
"TCGA-AO-A0JG-01","BRCA_LumA"," 0.6932","-2.2164","-4.6855","-1.4794","-1.4077","-2.3688"," 2.7195"," 0.1264"," 0.6647","-0.5831","-0.4214"," 0.1267"," 0.2919","-1.1072","-0.2379","-1.3617","-0.0466","-0.4536"," 1.3347","-0.8603"
"TCGA-AO-A0JI-01","BRCA_LumA"," 0.4564","-2.4320","-6.8244","-4.9381","-2.3965","-3.5024"," 2.5827","-3.3471"," 0.3146","-0.1704","-2.9350","-0.6614","-1.2060","-1.5670","-2.0929","-3.1428"," 0.0667","-1.2095","-2.5400","-3.2801"
"TCGA-AO-A0JJ-01","BRCA_LumA","-0.6302","-1.6257","-3.3943","-2.3398","-0.4064","-1.6249"," 1.6347"," 0.2754","-0.6559"," 0.9762","-0.2556","-0.6860"," 1.0192","-2.0777"," 0.0231","-1.7472","-0.2327","-0.4529"," 1.4719","-0.0434"
"TCGA-AO-A0JL-01",NA," 0.4175","-2.2170","-3.9389","-5.1404","-2.1133","-3.1225","-0.5289","-3.7536","-2.9952","-1.3501"," 0.3068","-3.8489","-0.9886"," 0.1867","-0.9701","-5.4663","-2.2987","-0.4461"," 0.7849","-3.4498"
"TCGA-AO-A0JM-01","BRCA_LumB"," 0.7629","-1.8896","-5.6485","-3.0823"," 0.5632","-2.1676"," 1.6831","-0.5930"," 0.4177","-0.2977"," 0.8846","-0.4822"," 1.0194","-1.9073","-2.0929","-3.0036"," 0.6120"," 2.3650","-2.8034","-0.7438"
